level,lessonId,title,titleEn,explanationViDraft
N2,10,～たとたん,"Express the moment something happens; as soon as, just when","Mẫu ～たとたん dùng để diễn tả: sắc thái/cách dùng cần đối chiếu thêm; ngay khi. Cấu trúc: Verb-past + たとたん. Đây là ngữ pháp N2 thường gặp trong đọc hiểu và câu văn trang trọng; cần duyệt lại sắc thái, văn cảnh dùng và bản dịch ví dụ trước khi bỏ nhãn kiểm duyệt."
N2,10,～だらけ,Indicates that something is full of or covered with a certain (usually negative) characteristic,"Mẫu ～だらけ dùng để diễn tả: biểu thị sắc thái/cách dùng cần đối chiếu thêm; sắc thái/cách dùng cần đối chiếu thêm. Cấu trúc: Noun + だらけ. Đây là ngữ pháp N2 thường gặp trong đọc hiểu và câu văn trang trọng; cần duyệt lại sắc thái, văn cảnh dùng và bản dịch ví dụ trước khi bỏ nhãn kiểm duyệt."
N2,10,～っこない,"Expresses the impossibility or very low probability of something happening; no way, impossible","Mẫu ～っこない dùng để diễn tả: diễn tả sắc thái/cách dùng cần đối chiếu thêm; sắc thái/cách dùng cần đối chiếu thêm; không thể. Cấu trúc: Verb-negative stem + っこない. Đây là ngữ pháp N2 thường gặp trong đọc hiểu và câu văn trang trọng; cần duyệt lại sắc thái, văn cảnh dùng và bản dịch ví dụ trước khi bỏ nhãn kiểm duyệt."
N2,10,～つつ,"Shows two actions happening simultaneously or a contrast; while, although","Mẫu ～つつ dùng để diễn tả: sắc thái/cách dùng cần đối chiếu thêm; trong khi; mặc dù. Cấu trúc: Verb-stem + つつ. Đây là ngữ pháp N2 thường gặp trong đọc hiểu và câu văn trang trọng; cần duyệt lại sắc thái, văn cảnh dùng và bản dịch ví dụ trước khi bỏ nhãn kiểm duyệt."
N2,10,～つつある,Expresses an ongoing process or gradual change,"Mẫu ～つつある dùng để diễn tả: diễn tả sắc thái/cách dùng cần đối chiếu thêm; sắc thái/cách dùng cần đối chiếu thêm. Cấu trúc: Verb-stem + つつある. Đây là ngữ pháp N2 thường gặp trong đọc hiểu và câu văn trang trọng; cần duyệt lại sắc thái, văn cảnh dùng và bản dịch ví dụ trước khi bỏ nhãn kiểm duyệt."
N2,11,～っぱなし,"Express a continuous action or state; left as is, non-stop","Mẫu ～っぱなし dùng để diễn tả: sắc thái/cách dùng cần đối chiếu thêm. Cấu trúc: Verb-ます stem + っぱなし. Đây là ngữ pháp N2 thường gặp trong đọc hiểu và câu văn trang trọng; cần duyệt lại sắc thái, văn cảnh dùng và bản dịch ví dụ trước khi bỏ nhãn kiểm duyệt."
N2,11,～っぽい,"Indicates that something has the appearance, characteristics, or behavior of something else","Mẫu ～っぽい dùng để diễn tả: biểu thị sắc thái/cách dùng cần đối chiếu thêm; sắc thái/cách dùng cần đối chiếu thêm. Cấu trúc: Noun + っぽい, Verb-casual + っぽい, い-Adjective + っぽい, な-Adjective + っぽい. Đây là ngữ pháp N2 thường gặp trong đọc hiểu và câu văn trang trọng; cần duyệt lại sắc thái, văn cảnh dùng và bản dịch ví dụ trước khi bỏ nhãn kiểm duyệt."
N2,11,～ていられない,"Expresses that one cannot afford to do something; cant keep on, unable to continue","Mẫu ～ていられない dùng để diễn tả: diễn tả sắc thái/cách dùng cần đối chiếu thêm; sắc thái/cách dùng cần đối chiếu thêm. Cấu trúc: Verb-て form + いられない. Đây là ngữ pháp N2 thường gặp trong đọc hiểu và câu văn trang trọng; cần duyệt lại sắc thái, văn cảnh dùng và bản dịch ví dụ trước khi bỏ nhãn kiểm duyệt."
N2,11,～てかなわない,"Expresses that something cannot be endured, tolerated, or is unbearable","Mẫu ～てかなわない dùng để diễn tả: diễn tả sắc thái/cách dùng cần đối chiếu thêm; sắc thái/cách dùng cần đối chiếu thêm. Cấu trúc: Adjective (〜く / 〜で) + て + かなわない / Verb phrase (reworded to an adjective/negative) + て + かなわない. Đây là ngữ pháp N2 thường gặp trong đọc hiểu và câu văn trang trọng; cần duyệt lại sắc thái, văn cảnh dùng và bản dịch ví dụ trước khi bỏ nhãn kiểm duyệt."
N2,11,～てからでないと,"Indicates that something cannot be done before a certain action is completed; not until, only after","Mẫu ～てからでないと dùng để diễn tả: biểu thị sắc thái/cách dùng cần đối chiếu thêm; sắc thái/cách dùng cần đối chiếu thêm. Cấu trúc: Verb-て + からでないと. Đây là ngữ pháp N2 thường gặp trong đọc hiểu và câu văn trang trọng; cần duyệt lại sắc thái, văn cảnh dùng và bản dịch ví dụ trước khi bỏ nhãn kiểm duyệt."
N2,11,～てこそ,"Emphasizes the condition; only when, precisely because","Mẫu ～てこそ dùng để diễn tả: sắc thái/cách dùng cần đối chiếu thêm. Cấu trúc: Verb-て form + こそ / い-Adjective + くてこそ / な-Adjective + でこそ / Noun + でこそ. Đây là ngữ pháp N2 thường gặp trong đọc hiểu và câu văn trang trọng; cần duyệt lại sắc thái, văn cảnh dùng và bản dịch ví dụ trước khi bỏ nhãn kiểm duyệt."
N2,11,～でしょうがない,"Expresses an intense emotional or physical state; extremely, can’t help but","Mẫu ～でしょうがない dùng để diễn tả: diễn tả sắc thái/cách dùng cần đối chiếu thêm; sắc thái/cách dùng cần đối chiếu thêm. Cấu trúc: い-Adjective(く) + てしょうがない / な-Adjective + で(は)しょうがない / Verb-て form + しょうがない. Đây là ngữ pháp N2 thường gặp trong đọc hiểu và câu văn trang trọng; cần duyệt lại sắc thái, văn cảnh dùng và bản dịch ví dụ trước khi bỏ nhãn kiểm duyệt."
N2,11,～でたまらない,"Express extremely strong feelings or sensations; cant stand, unbearably","Mẫu ～でたまらない dùng để diễn tả: sắc thái/cách dùng cần đối chiếu thêm. Cấu trúc: い-Adjective (く) + てたまらない / な-Adjective + でたまらない / Verb-て form + たまらない. Đây là ngữ pháp N2 thường gặp trong đọc hiểu và câu văn trang trọng; cần duyệt lại sắc thái, văn cảnh dùng và bản dịch ví dụ trước khi bỏ nhãn kiểm duyệt."
N2,12,～でならない,"Indicates an uncontrollable emotion or feeling; can’t help but, overwhelmingly","Mẫu ～でならない dùng để diễn tả: biểu thị sắc thái/cách dùng cần đối chiếu thêm; sắc thái/cách dùng cần đối chiếu thêm. Cấu trúc: な-Adjective + でならない / い-Adjective (く) + てならない / Verb-て + ならない. Đây là ngữ pháp N2 thường gặp trong đọc hiểu và câu văn trang trọng; cần duyệt lại sắc thái, văn cảnh dùng và bản dịch ví dụ trước khi bỏ nhãn kiểm duyệt."
N2,12,～でばかりはいられない,Cannot afford to only do something; cannot always rely on it,"Mẫu ～でばかりはいられない dùng để diễn tả: sắc thái/cách dùng cần đối chiếu thêm. Cấu trúc: Verb-て form + ばかりはいられない / Noun + ばかりはいられない (with appropriate particles). Đây là ngữ pháp N2 thường gặp trong đọc hiểu và câu văn trang trọng; cần duyệt lại sắc thái, văn cảnh dùng và bản dịch ví dụ trước khi bỏ nhãn kiểm duyệt."
N2,12,～ではないか,"Used to show a strong assertion or emphasis on one’s opinion; isnt it?, arent you?, right?","Mẫu ～ではないか dùng để diễn tả: sắc thái/cách dùng cần đối chiếu thêm. Cấu trúc: Noun + ではないか / い-Adjective + ではないか / な-Adjective + ではないか / Verb-casual + ではないか. Đây là ngữ pháp N2 thường gặp trong đọc hiểu và câu văn trang trọng; cần duyệt lại sắc thái, văn cảnh dùng và bản dịch ví dụ trước khi bỏ nhãn kiểm duyệt."
N2,12,～てはならない,"Express prohibition; must not, cannot, should not","Mẫu ～てはならない dùng để diễn tả: sắc thái/cách dùng cần đối chiếu thêm; không thể. Cấu trúc: Verb-て form + はならない. Đây là ngữ pháp N2 thường gặp trong đọc hiểu và câu văn trang trọng; cần duyệt lại sắc thái, văn cảnh dùng và bản dịch ví dụ trước khi bỏ nhãn kiểm duyệt."
N2,12,～てまで,"Express the extent someone goes in order to achieve something; to the point of, even, so far as to","Mẫu ～てまで dùng để diễn tả: sắc thái/cách dùng cần đối chiếu thêm. Cấu trúc: Verb-て form + まで. Đây là ngữ pháp N2 thường gặp trong đọc hiểu và câu văn trang trọng; cần duyệt lại sắc thái, văn cảnh dùng và bản dịch ví dụ trước khi bỏ nhãn kiểm duyệt."
N2,12,～て当然だ,Expresses that something is natural or expected,"Mẫu ～て当然だ dùng để diễn tả: diễn tả sắc thái/cách dùng cần đối chiếu thêm; sắc thái/cách dùng cần đối chiếu thêm. Cấu trúc: Verb-て form + 当然だ. Đây là ngữ pháp N2 thường gặp trong đọc hiểu và câu văn trang trọng; cần duyệt lại sắc thái, văn cảnh dùng và bản dịch ví dụ trước khi bỏ nhãn kiểm duyệt."
N2,12,～というものだ,Expressing a general rule or common sense,"Mẫu ～というものだ dùng để diễn tả: sắc thái/cách dùng cần đối chiếu thêm. Cấu trúc: Sentence + というものだ. Đây là ngữ pháp N2 thường gặp trong đọc hiểu và câu văn trang trọng; cần duyệt lại sắc thái, văn cảnh dùng và bản dịch ví dụ trước khi bỏ nhãn kiểm duyệt."
N2,13,どうにか～ないものか,Express a strong desire or wish for something to be possible,"Mẫu どうにか～ないものか dùng để diễn tả: sắc thái/cách dùng cần đối chiếu thêm. Cấu trúc: どうにか + Verb-negative form + ないものか. Đây là ngữ pháp N2 thường gặp trong đọc hiểu và câu văn trang trọng; cần duyệt lại sắc thái, văn cảnh dùng và bản dịch ví dụ trước khi bỏ nhãn kiểm duyệt."
N2,13,～とおり,"Express doing something as instructed or describing how something matches a rule or guideline; as, according to","Mẫu ～とおり dùng để diễn tả: sắc thái/cách dùng cần đối chiếu thêm; theo. Cấu trúc: Verb-casual + とおり, い-Adjective + とおり, な-Adjective + だとおり, Noun + だとおり. Đây là ngữ pháp N2 thường gặp trong đọc hiểu và câu văn trang trọng; cần duyệt lại sắc thái, văn cảnh dùng và bản dịch ví dụ trước khi bỏ nhãn kiểm duyệt."
N2,13,～とか,"Used to list examples or express uncertainty; such as, like, or something like that","Mẫu ～とか dùng để diễn tả: sắc thái/cách dùng cần đối chiếu thêm; như; giống như. Cấu trúc: Verb-casual + とか, い-Adjective + とか, な-Adjective + だとか, Noun + だとか. Đây là ngữ pháp N2 thường gặp trong đọc hiểu và câu văn trang trọng; cần duyệt lại sắc thái, văn cảnh dùng và bản dịch ví dụ trước khi bỏ nhãn kiểm duyệt."
N2,13,～ところ,"Express a specific point in time or state; when, just about, or in the middle of","Mẫu ～ところ dùng để diễn tả: sắc thái/cách dùng cần đối chiếu thêm; khi. Cấu trúc: Verb-casual + ところ, い-Adjective + ところ, な-Adjective + なところ, Noun + のところ. Đây là ngữ pháp N2 thường gặp trong đọc hiểu và câu văn trang trọng; cần duyệt lại sắc thái, văn cảnh dùng và bản dịch ví dụ trước khi bỏ nhãn kiểm duyệt."
N2,13,～どころか,"Express far from, not just, not only, or to say nothing of","Mẫu ～どころか dùng để diễn tả: sắc thái/cách dùng cần đối chiếu thêm; không chỉ. Cấu trúc: Verb-casual + どころか, い-Adjective + どころか, な-Adjective + どころか, Noun + どころか. Đây là ngữ pháp N2 thường gặp trong đọc hiểu và câu văn trang trọng; cần duyệt lại sắc thái, văn cảnh dùng và bản dịch ví dụ trước khi bỏ nhãn kiểm duyệt."
N2,13,～どころではない,Not the time/place for; far from; cant possibly,"Mẫu ～どころではない dùng để diễn tả: sắc thái/cách dùng cần đối chiếu thêm. Cấu trúc: Verb-casual + どころではない, い-Adjective + どころではない, な-Adjective + どころではない, Noun + どころではない. Đây là ngữ pháp N2 thường gặp trong đọc hiểu và câu văn trang trọng; cần duyệt lại sắc thái, văn cảnh dùng và bản dịch ví dụ trước khi bỏ nhãn kiểm duyệt."
N2,13,～としたら,"Express a hypothetical situation; if, suppose, assuming","Mẫu ～としたら dùng để diễn tả: sắc thái/cách dùng cần đối chiếu thêm; nếu. Cấu trúc: Verb-casual + としたら, い-Adjective + としたら, な-Adjective + だとしたら, Noun + だとしたら. Đây là ngữ pháp N2 thường gặp trong đọc hiểu và câu văn trang trọng; cần duyệt lại sắc thái, văn cảnh dùng và bản dịch ví dụ trước khi bỏ nhãn kiểm duyệt."
N2,14,～と～ともに,Expresses together with or along with; used to describe two events or actions happening simultaneously or in parallel,"Mẫu ～と～ともに dùng để diễn tả: diễn tả sắc thái/cách dùng cần đối chiếu thêm; sắc thái/cách dùng cần đối chiếu thêm. Cấu trúc: Verb-casual + とともに, い-Adjective + とともに, な-Adjective + とともに, Noun + とともに. Đây là ngữ pháp N2 thường gặp trong đọc hiểu và câu văn trang trọng; cần duyệt lại sắc thái, văn cảnh dùng và bản dịch ví dụ trước khi bỏ nhãn kiểm duyệt."
N2,14,～とは限らない,"Expresses that something is not necessarily true; not always, not necessarily","Mẫu ～とは限らない dùng để diễn tả: diễn tả sắc thái/cách dùng cần đối chiếu thêm; sắc thái/cách dùng cần đối chiếu thêm. Cấu trúc: Verb-casual + とは限らない, い-Adjective + とは限らない, な-Adjective + だとは限らない, Noun + だとは限らない. Đây là ngữ pháp N2 thường gặp trong đọc hiểu và câu văn trang trọng; cần duyệt lại sắc thái, văn cảnh dùng và bản dịch ví dụ trước khi bỏ nhãn kiểm duyệt."
N2,14,～ないことはない,"Express that something is not impossible, meaning it is possible or could be done","Mẫu ～ないことはない dùng để diễn tả: sắc thái/cách dùng cần đối chiếu thêm. Cấu trúc: Verb-ないform + ことはない. Đây là ngữ pháp N2 thường gặp trong đọc hiểu và câu văn trang trọng; cần duyệt lại sắc thái, văn cảnh dùng và bản dịch ví dụ trước khi bỏ nhãn kiểm duyệt."
N2,14,～ないこともない,"Used to express an action or state is not impossible, but emphasizes reluctance or doubt","Mẫu ～ないこともない dùng để diễn tả: sắc thái/cách dùng cần đối chiếu thêm. Cấu trúc: Verb-ないForm + こともない, い-adjective + こともない. Đây là ngữ pháp N2 thường gặp trong đọc hiểu và câu văn trang trọng; cần duyệt lại sắc thái, văn cảnh dùng và bản dịch ví dụ trước khi bỏ nhãn kiểm duyệt."
N2,14,～ないではいられない,Cannot help but; cannot avoid; unable to refrain from,"Mẫu ～ないではいられない dùng để diễn tả: sắc thái/cách dùng cần đối chiếu thêm. Cấu trúc: Verb-ない form + ではいられない or じゃいられない. Đây là ngữ pháp N2 thường gặp trong đọc hiểu và câu văn trang trọng; cần duyệt lại sắc thái, văn cảnh dùng và bản dịch ví dụ trước khi bỏ nhãn kiểm duyệt."
N2,14,～ながら,Express doing two things simultaneously or at the same time,"Mẫu ～ながら dùng để diễn tả: sắc thái/cách dùng cần đối chiếu thêm. Cấu trúc: Verb-stem + ながら. Đây là ngữ pháp N2 thường gặp trong đọc hiểu và câu văn trang trọng; cần duyệt lại sắc thái, văn cảnh dùng và bản dịch ví dụ trước khi bỏ nhãn kiểm duyệt."
N2,14,～にあたり,"Expresses the meaning of at the time of, in, on, or upon","Mẫu ～にあたり dùng để diễn tả: diễn tả sắc thái/cách dùng cần đối chiếu thêm; sắc thái/cách dùng cần đối chiếu thêm. Cấu trúc: Noun + にあたり. Đây là ngữ pháp N2 thường gặp trong đọc hiểu và câu văn trang trọng; cần duyệt lại sắc thái, văn cảnh dùng và bản dịch ví dụ trước khi bỏ nhãn kiểm duyệt."
N2,15,～において,"Indicates the place, time, or context where an action or event occurs; in, at, on, regarding","Mẫu ～において dùng để diễn tả: biểu thị sắc thái/cách dùng cần đối chiếu thêm; sắc thái/cách dùng cần đối chiếu thêm. Cấu trúc: Noun + において. Đây là ngữ pháp N2 thường gặp trong đọc hiểu và câu văn trang trọng; cần duyệt lại sắc thái, văn cảnh dùng và bản dịch ví dụ trước khi bỏ nhãn kiểm duyệt."
N2,15,～にかかわらず,Regardless of; irrespective of; (often used as) whether or not,"Mẫu ～にかかわらず dùng để diễn tả: sắc thái/cách dùng cần đối chiếu thêm. Cấu trúc: Verb-dictionary form + にかかわらず, い-Adjective + にかかわらず, な-Adjective + にかかわらず, Noun + にかかわらず. Đây là ngữ pháp N2 thường gặp trong đọc hiểu và câu văn trang trọng; cần duyệt lại sắc thái, văn cảnh dùng và bản dịch ví dụ trước khi bỏ nhãn kiểm duyệt."
N2,15,～にかけては,Indicates a specific area or aspect in which someone or something excels,"Mẫu ～にかけては dùng để diễn tả: biểu thị sắc thái/cách dùng cần đối chiếu thêm; sắc thái/cách dùng cần đối chiếu thêm. Cấu trúc: Noun + にかけては. Đây là ngữ pháp N2 thường gặp trong đọc hiểu và câu văn trang trọng; cần duyệt lại sắc thái, văn cảnh dùng và bản dịch ví dụ trước khi bỏ nhãn kiểm duyệt."
N2,15,～にしたがって,"Expresses a natural consequence or a change that occurs according to something else; as, with, in accordance with","Mẫu ～にしたがって dùng để diễn tả: diễn tả sắc thái/cách dùng cần đối chiếu thêm; sắc thái/cách dùng cần đối chiếu thêm; với. Cấu trúc: Noun + にしたがって. Đây là ngữ pháp N2 thường gặp trong đọc hiểu và câu văn trang trọng; cần duyệt lại sắc thái, văn cảnh dùng và bản dịch ví dụ trước khi bỏ nhãn kiểm duyệt."
N2,15,～にしたら,"Express a point of view; from the perspective of, if I were","Mẫu ～にしたら dùng để diễn tả: sắc thái/cách dùng cần đối chiếu thêm. Cấu trúc: Noun + にしたら, Pronoun + にしたら. Đây là ngữ pháp N2 thường gặp trong đọc hiểu và câu văn trang trọng; cần duyệt lại sắc thái, văn cảnh dùng và bản dịch ví dụ trước khi bỏ nhãn kiểm duyệt."
N2,15,～にしろ～にしろ,"Expresses either way, in any case, be it..., used when presenting two alternatives","Mẫu ～にしろ～にしろ dùng để diễn tả: diễn tả sắc thái/cách dùng cần đối chiếu thêm; sắc thái/cách dùng cần đối chiếu thêm. Cấu trúc: Verb (dictionary form or negative form) + にしろ, い-Adjective + にしろ, な-Adjective + にしろ, Noun + にしろ. Đây là ngữ pháp N2 thường gặp trong đọc hiểu và câu văn trang trọng; cần duyệt lại sắc thái, văn cảnh dùng và bản dịch ví dụ trước khi bỏ nhãn kiểm duyệt."
N2,15,～につけ～につけ,"Expresses whenever, each time, whether...or","Mẫu ～につけ～につけ dùng để diễn tả: diễn tả mỗi khi; sắc thái/cách dùng cần đối chiếu thêm. Cấu trúc: Verb-casual + につけ, い-Adjective + につけ, な-Adjective + につけ, Noun + につけ. Đây là ngữ pháp N2 thường gặp trong đọc hiểu và câu văn trang trọng; cần duyệt lại sắc thái, văn cảnh dùng và bản dịch ví dụ trước khi bỏ nhãn kiểm duyệt."
N2,15,～につれて,"Expresses the idea that as one thing changes, so does another; as, along with, while","Mẫu ～につれて dùng để diễn tả: diễn tả sắc thái/cách dùng cần đối chiếu thêm; sắc thái/cách dùng cần đối chiếu thêm; trong khi. Cấu trúc: Verb (dictionary form) + につれて, Noun + につれて. Đây là ngữ pháp N2 thường gặp trong đọc hiểu và câu văn trang trọng; cần duyệt lại sắc thái, văn cảnh dùng và bản dịch ví dụ trước khi bỏ nhãn kiểm duyệt."
N2,16,～にともなって,Expresses along with or as a result of; indicates that one event occurs along with another,"Mẫu ～にともなって dùng để diễn tả: diễn tả sắc thái/cách dùng cần đối chiếu thêm; sắc thái/cách dùng cần đối chiếu thêm; biểu thị sắc thái/cách dùng cần đối chiếu thêm. Cấu trúc: Noun (event) + にともなって, Verb-casual + にともなって. Đây là ngữ pháp N2 thường gặp trong đọc hiểu và câu văn trang trọng; cần duyệt lại sắc thái, văn cảnh dùng và bản dịch ví dụ trước khi bỏ nhãn kiểm duyệt."
N2,16,～にほかならない,Express that something is nothing but or none other than,"Mẫu ～にほかならない dùng để diễn tả: sắc thái/cách dùng cần đối chiếu thêm. Cấu trúc: Verb-plain + にほかならない, い-Adjective + にほかならない, な-Adjective + にほかならない, Noun + にほかならない. Đây là ngữ pháp N2 thường gặp trong đọc hiểu và câu văn trang trọng; cần duyệt lại sắc thái, văn cảnh dùng và bản dịch ví dụ trước khi bỏ nhãn kiểm duyệt."
N2,16,～にもかかわらず,"Expresses despite, in spite of or even though","Mẫu ～にもかかわらず dùng để diễn tả: diễn tả bất chấp; sắc thái/cách dùng cần đối chiếu thêm; mặc dù. Cấu trúc: Verb (any tense/form) + にもかかわらず, い-Adjective + にもかかわらず, な-Adjective (or Noun) + であるにもかかわらず. Đây là ngữ pháp N2 thường gặp trong đọc hiểu và câu văn trang trọng; cần duyệt lại sắc thái, văn cảnh dùng và bản dịch ví dụ trước khi bỏ nhãn kiểm duyệt."
N2,16,～により,"Indicates the reason, method, or means by which something happens; by, through, due to","Mẫu ～により dùng để diễn tả: biểu thị sắc thái/cách dùng cần đối chiếu thêm; sắc thái/cách dùng cần đối chiếu thêm; thông qua; do; bởi vì. Cấu trúc: Noun + により, Verb + により. Đây là ngữ pháp N2 thường gặp trong đọc hiểu và câu văn trang trọng; cần duyệt lại sắc thái, văn cảnh dùng và bản dịch ví dụ trước khi bỏ nhãn kiểm duyệt."
N2,16,～にわたって,"Indicates a range or extent; over, throughout, across","Mẫu ～にわたって dùng để diễn tả: biểu thị sắc thái/cách dùng cần đối chiếu thêm; phạm vi; mức độ; sắc thái/cách dùng cần đối chiếu thêm. Cấu trúc: Noun + にわたって. Đây là ngữ pháp N2 thường gặp trong đọc hiểu và câu văn trang trọng; cần duyệt lại sắc thái, văn cảnh dùng và bản dịch ví dụ trước khi bỏ nhãn kiểm duyệt."
N2,16,～に先立ち,"Express an action or event that occurs before another; before, prior to, preceding","Mẫu ～に先立ち dùng để diễn tả: sắc thái/cách dùng cần đối chiếu thêm; trước khi. Cấu trúc: Noun + に先立ち / Verb-dictionary form + に先立って. Đây là ngữ pháp N2 thường gặp trong đọc hiểu và câu văn trang trọng; cần duyệt lại sắc thái, văn cảnh dùng và bản dịch ví dụ trước khi bỏ nhãn kiểm duyệt."
N2,16,～に反して,"Contrary to, against, in spite of","Mẫu ～に反して dùng để diễn tả: sắc thái/cách dùng cần đối chiếu thêm. Cấu trúc: Noun + に反して. Đây là ngữ pháp N2 thường gặp trong đọc hiểu và câu văn trang trọng; cần duyệt lại sắc thái, văn cảnh dùng và bản dịch ví dụ trước khi bỏ nhãn kiểm duyệt."
N2,17,～に対して,"Expresses toward, against, in contrast to, or in response to","Mẫu ～に対して dùng để diễn tả: diễn tả sắc thái/cách dùng cần đối chiếu thêm; sắc thái/cách dùng cần đối chiếu thêm. Cấu trúc: Noun + に対して. Đây là ngữ pháp N2 thường gặp trong đọc hiểu và câu văn trang trọng; cần duyệt lại sắc thái, văn cảnh dùng và bản dịch ví dụ trước khi bỏ nhãn kiểm duyệt."
N2,17,～に応えて,Responding to; living up to; meeting,"Mẫu ～に応えて dùng để diễn tả: sắc thái/cách dùng cần đối chiếu thêm. Cấu trúc: Noun + に応えて. Đây là ngữ pháp N2 thường gặp trong đọc hiểu và câu văn trang trọng; cần duyệt lại sắc thái, văn cảnh dùng và bản dịch ví dụ trước khi bỏ nhãn kiểm duyệt."
N2,17,～に応じて,"In accordance with, depending on, in response to","Mẫu ～に応じて dùng để diễn tả: sắc thái/cách dùng cần đối chiếu thêm; tùy theo. Cấu trúc: Noun + に応じて. Đây là ngữ pháp N2 thường gặp trong đọc hiểu và câu văn trang trọng; cần duyệt lại sắc thái, văn cảnh dùng và bản dịch ví dụ trước khi bỏ nhãn kiểm duyệt."
